order_id,order_date,customer_id,product_id,quantity,selling_price,discount,returned
O025398,2025-03-10,C07021,P0114,1,16777.43,0.15,No
O025399,2025-01-07,C04865,P0306,3,20789.39,0.15,No
O025400,2025-05-21,C08486,P0342,1,1495.62,0.0,No
O025401,2025-11-12,C03825,P0099,1,22631.19,0.2,Yes
O025402,2025-07-05,C08829,P0202,1,18292.21,0.25,No
O025403,2025-05-19,C09138,P0217,1,9086.62,0.05,No
O025404,2025-02-22,C05979,P0456,2,9459.84,0.15,No
O025405,2025-09-18,C00485,P0470,1,2731.47,0.25,No
O025406,2025-06-05,C06418,P0018,2,14465.72,0.05,No
O025407,2025-06-29,C09931,P0223,3,3310.47,0.25,No
O025408,2025-04-16,C07513,P0045,1,1076.62,0.25,No
O025409,2025-12-18,C06158,P0108,1,15961.85,0.0,Yes
O025410,2025-11-07,C04636,P0018,3,14465.72,0.25,No
O025411,2025-12-25,C03480,P0007,4,12217.49,0.15,No
O025412,2025-10-11,C03563,P0324,1,3882.63,0.2,No
O025413,2025-04-11,C04745,P0192,2,19584.26,0.05,No
O025414,2025-07-13,C05076,P0179,2,10627.48,0.05,No
O025415,2025-01-14,C07669,P0336,2,8477.27,0.2,No
O025416,2025-04-08,C08908,P0342,4,1495.62,0.0,No
O025417,2025-10-30,C06607,P0306,4,20789.39,0.05,No
O025418,2025-09-20,C02286,P0303,1,7049.83,0.1,No
O025419,2025-12-26,C01857,P0025,4,7219.72,0.25,No
O025420,2025-06-28,C09343,P0380,1,7751.48,0.05,No
O025421,2025-03-26,C03144,P0474,1,13843.88,0.2,No
O025422,2025-01-11,C03036,P0373,2,12155.24,0.15,No
O025423,2025-03-08,C07177,P0296,1,16094.65,0.0,No
O025424,2025-08-28,C02171,P0148,1,13777.13,0.15,No
O025425,2025-07-11,C02617,P0114,3,16777.43,0.0,No
O025426,2025-09-12,C05204,P0142,1,8087.47,0.25,No
O025427,2025-06-29,C03943,P0459,3,2568.98,0.2,No
O025428,2025-12-07,C08219,P0025,1,7219.72,0.05,Yes
O025429,2025-09-22,C04300,P0234,4,1156.88,0.0,No
O025430,2025-11-27,C04221,P0259,2,16552.2,0.25,No
O025431,2025-06-17,C00404,P0464,1,14301.3,0.1,No
O025432,2025-10-27,C02642,P0293,1,15944.22,0.05,No
O025433,2025-12-04,C03147,P0484,3,2479.8,0.25,No
O025434,2025-10-14,C04983,P0133,1,1558.75,0.15,No
O025435,2025-07-14,C04753,P0130,3,398.37,0.2,No
O025436,2025-07-26,C03433,P0277,3,11257.04,0.15,No
O025437,2025-05-09,C01117,P0200,2,8446.41,0.15,No
O025438,2025-03-17,C02756,P0093,2,19143.41,0.05,No
O025439,2025-04-04,C05380,P0445,1,1758.64,0.05,No
O025440,2025-05-08,C09054,P0325,5,15942.94,0.25,No
O025441,2025-02-02,C06141,P0158,2,20555.02,0.25,No
O025442,2025-02-14,C06297,P0292,2,7201.73,0.1,No
O025443,2025-01-05,C02695,P0444,1,5374.53,0.1,No
O025444,2025-08-30,C01176,P0126,2,18429.73,0.25,No
O025445,2025-12-12,C03776,P0225,2,3198.82,0.2,No
O025446,2025-03-22,C07497,P0465,1,11969.59,0.05,No
O025447,2025-10-26,C02217,P0379,5,11059.97,0.25,No
O025448,2025-09-26,C05994,P0193,1,3787.37,0.1,No
O025449,2025-03-18,C07645,P0358,4,13905.47,0.05,No
O025450,2025-08-14,C03204,P0148,3,13777.13,0.1,No
O025451,2025-08-26,C03580,P0274,2,7675.3,0.25,No
O025452,2025-06-22,C08512,P0048,1,19441.71,0.05,No
O025453,2025-02-24,C00668,P0060,1,3881.09,0.1,No
O025454,2025-09-09,C06629,P0420,5,16788.32,0.1,No
O025455,2025-03-29,C08852,P0101,1,13922.97,0.05,No
O025456,2025-04-01,C07885,P0147,1,4088.72,0.1,No
O025457,2025-04-14,C08392,P0181,3,12013.83,0.0,No
O025458,2025-01-08,C04483,P0490,1,3065.18,0.1,No
O025459,2025-05-08,C05018,P0052,5,637.5,0.1,No
O025460,2025-03-31,C07948,P0331,1,9749.7,0.05,No
O025461,2025-11-10,C07901,P0098,1,16050.1,0.25,No
O025462,2025-12-28,C02442,P0497,1,10560.36,0.25,No
O025463,2025-11-10,C05044,P0350,3,12750.43,0.05,No
O025464,2025-03-03,C06926,P0264,2,12209.88,0.2,No
O025465,2025-03-13,C01350,P0318,1,13195.76,0.05,No
O025466,2025-03-26,C08914,P0149,1,14501.44,0.15,No
O025467,2025-06-25,C03163,P0484,1,2479.8,0.2,No
O025468,2025-07-02,C00963,P0392,1,1078.24,0.0,No
O025469,2025-10-26,C07156,P0449,5,18234.1,0.2,No
O025470,2025-08-19,C07685,P0194,1,6380.09,0.25,No
O025471,2025-10-24,C04352,P0050,5,13016.35,0.2,No
O025472,2025-08-15,C05652,P0092,4,7934.45,0.15,No
O025473,2025-12-27,C01374,P0441,3,17258.72,0.2,No
O025474,2025-01-22,C02064,P0270,1,7308.9,0.0,No
O025475,2025-05-31,C01606,P0447,1,10287.3,0.0,No
O025476,2025-10-25,C05426,P0037,3,10291.69,0.25,No
O025477,2025-06-03,C06162,P0492,1,3271.17,0.25,No
O025478,2025-04-04,C03949,P0171,1,9558.07,0.15,No
O025479,2025-02-14,C07737,P0482,3,8229.98,0.0,No
O025480,2025-12-25,C05189,P0291,4,15322.65,0.2,No
O025481,2025-07-29,C00119,P0445,1,1758.64,0.25,No
O025482,2025-11-09,C09625,P0441,1,17258.72,0.1,No
O025483,2025-05-05,C09619,P0344,1,16759.06,0.2,No
O025484,2025-03-13,C07210,P0020,1,5439.99,0.25,No
O025485,2025-09-05,C06107,P0273,1,5112.62,0.15,No
O025486,2025-03-24,C02587,P0400,4,13264.71,0.25,No
O025487,2025-05-08,C05428,P0050,1,13016.35,0.0,No
O025488,2025-04-22,C07635,P0117,4,2920.82,0.1,No
O025489,2025-06-11,C02843,P0425,3,17071.6,0.0,No
O025490,2025-04-30,C08168,P0494,2,14059.13,0.15,No
O025491,2025-04-24,C03627,P0209,5,10967.3,0.25,No
O025492,2025-06-14,C06149,P0170,2,13028.7,0.1,No
O025493,2025-04-02,C08192,P0050,2,13016.35,0.25,No
O025494,2025-07-18,C07420,P0129,3,7722.21,0.05,No
O025495,2025-02-04,C07193,P0223,4,3310.47,0.2,No
O025496,2025-12-12,C04743,P0268,3,2966.79,0.15,No
O025497,2025-11-22,C07167,P0289,1,9994.13,0.25,Yes
O025498,2025-10-01,C01423,P0308,2,762.13,0.2,No
O025499,2025-06-12,C06010,P0311,1,2652.11,0.1,No
O025500,2025-05-08,C09266,P0084,1,17129.55,0.15,No
O025501,2025-05-21,C01439,P0457,2,4827.34,0.2,No
O025502,2025-03-25,C07344,P0475,5,3627.09,0.25,No
O025503,2025-06-25,C02268,P0286,1,4709.15,0.0,No
O025504,2025-08-07,C06318,P0072,1,20000.49,0.0,No
O025505,2025-07-06,C04171,P0397,2,2226.08,0.1,No
O025506,2025-06-16,C02877,P0181,3,12013.83,0.1,No
O025507,2025-05-05,C08313,P0285,3,11223.2,0.25,No
O025508,2025-11-15,C03933,P0388,4,19649.44,0.0,No
O025509,2025-04-22,C06360,P0156,3,14385.21,0.1,No
O025510,2025-03-28,C02899,P0003,2,10585.98,0.0,No
O025511,2025-09-07,C09069,P0366,4,11078.85,0.25,No
O025512,2025-09-09,C04185,P0210,1,15558.51,0.0,No
O025513,2025-09-14,C05384,P0289,1,9994.13,0.2,Yes
O025514,2025-11-02,C08370,P0018,1,14465.72,0.05,No
O025515,2025-02-20,C07029,P0491,4,8364.26,0.05,No
O025516,2025-06-14,C00452,P0496,1,10063.45,0.2,No
O025517,2025-07-28,C03855,P0419,1,18901.01,0.2,No
O025518,2025-08-03,C00592,P0115,2,9179.53,0.05,No
O025519,2025-06-03,C06184,P0488,1,15652.73,0.0,No
O025520,2025-11-05,C09447,P0103,1,4834.76,0.05,No
O025521,2025-10-06,C07611,P0168,1,3607.78,0.0,No
O025522,2025-08-26,C00654,P0334,1,17089.02,0.05,Yes
O025523,2025-08-20,C06779,P0410,1,2644.84,0.15,No
O025524,2025-09-25,C05381,P0371,4,16777.98,0.2,No
O025525,2025-10-16,C09644,P0135,2,5467.72,0.15,No
O025526,2025-12-24,C08075,P0384,2,20408.24,0.2,No
O025527,2025-08-28,C04283,P0307,2,13485.03,0.25,No
O025528,2025-04-25,C05542,P0133,3,1558.75,0.0,No
O025529,2025-08-16,C09974,P0168,1,3607.78,0.0,No
O025530,2025-12-29,C03314,P0020,3,5439.99,0.25,No
O025531,2025-03-31,C03075,P0384,1,20408.24,0.0,No
O025532,2025-04-24,C03567,P0345,4,12335.95,0.1,No
O025533,2025-08-18,C07641,P0025,1,7219.72,0.25,No
O025534,2025-12-18,C06971,P0120,1,5310.31,0.25,No
O025535,2025-10-18,C01870,P0244,5,16004.3,0.2,No
O025536,2025-03-17,C03218,P0222,1,19725.69,0.1,No
O025537,2025-05-04,C05694,P0413,2,5144.6,0.25,No
O025538,2025-11-24,C05602,P0026,1,3099.81,0.1,No
O025539,2025-09-08,C04285,P0140,4,19137.92,0.05,No
O025540,2025-07-10,C09386,P0426,4,2971.43,0.15,No
O025541,2025-01-20,C01738,P0443,1,6365.25,0.2,No
O025542,2025-08-22,C04016,P0134,1,3674.71,0.1,No
O025543,2025-03-16,C01385,P0235,2,7444.12,0.2,Yes
O025544,2025-11-11,C07625,P0170,3,13028.7,0.2,No
O025545,2025-05-20,C05954,P0348,3,13832.04,0.0,No
O025546,2025-10-03,C03890,P0449,2,18234.1,0.05,No
O025547,2025-08-11,C08806,P0078,1,1175.42,0.2,No
O025548,2025-05-28,C06476,P0086,1,11196.96,0.0,No
O025549,2025-09-28,C02730,P0466,1,815.86,0.15,No
O025550,2025-12-31,C01056,P0433,1,10380.74,0.15,No
O025551,2025-09-10,C02896,P0095,1,12728.52,0.0,No
O025552,2025-03-28,C03172,P0319,2,9595.8,0.25,No
O025553,2025-09-10,C09339,P0500,2,10345.0,0.15,No
O025554,2025-07-29,C04888,P0148,2,13777.13,0.05,No
O025555,2025-06-13,C01471,P0422,4,18145.59,0.2,No
O025556,2025-01-25,C03600,P0120,1,5310.31,0.2,No
O025557,2025-11-24,C06795,P0289,3,9994.13,0.05,No
O025558,2025-11-10,C05797,P0286,2,4709.15,0.0,No
O025559,2025-01-23,C06513,P0336,1,8477.27,0.2,No
O025560,2025-08-29,C06193,P0064,3,12910.14,0.15,No
O025561,2025-03-29,C02132,P0405,4,12684.34,0.25,No
O025562,2025-07-04,C04756,P0477,1,3109.27,0.0,No
O025563,2025-01-30,C05089,P0087,1,16436.2,0.15,No
O025564,2025-11-24,C08036,P0417,1,16005.13,0.15,No
O025565,2025-09-04,C00420,P0128,1,9382.14,0.1,No
O025566,2025-02-24,C03062,P0311,1,2652.11,0.0,No
O025567,2025-05-27,C04952,P0354,1,18988.97,0.15,No
O025568,2025-10-20,C04236,P0455,1,14048.14,0.15,No
O025569,2025-05-12,C07927,P0125,3,11687.32,0.2,No
O025570,2025-12-23,C03469,P0009,2,8063.78,0.2,No
O025571,2025-01-04,C04603,P0133,2,1558.75,0.05,No
O025572,2025-01-17,C01185,P0449,1,18234.1,0.2,No
O025573,2025-08-08,C09861,P0408,1,2687.66,0.15,No
O025574,2025-12-28,C01842,P0327,1,10096.21,0.2,No
O025575,2025-07-22,C08837,P0165,1,10707.08,0.1,No
O025576,2025-12-27,C01358,P0421,1,13100.37,0.0,No
O025577,2025-07-04,C03625,P0096,2,745.75,0.15,No
O025578,2025-07-14,C09216,P0308,5,762.13,0.0,No
O025579,2025-07-11,C01405,P0318,1,13195.76,0.2,No
O025580,2025-12-25,C01172,P0432,1,12911.73,0.25,No
O025581,2025-08-22,C02072,P0184,1,9430.85,0.2,No
O025582,2025-08-28,C09865,P0304,4,15970.93,0.05,Yes
O025583,2025-05-21,C08351,P0317,1,12356.6,0.05,Yes
O025584,2025-01-25,C05385,P0296,2,16094.65,0.15,No
O025585,2025-11-20,C08811,P0472,1,15919.08,0.15,No
O025586,2025-04-26,C08334,P0071,2,7923.88,0.05,No
O025587,2025-07-17,C06860,P0144,2,11573.74,0.1,Yes
O025588,2025-10-22,C02745,P0443,1,6365.25,0.15,No
O025589,2025-06-15,C00783,P0209,1,10967.3,0.15,No
O025590,2025-03-21,C08686,P0329,2,753.43,0.05,Yes
O025591,2025-01-23,C09549,P0115,1,9179.53,0.0,No
O025592,2025-08-31,C09788,P0353,1,2607.46,0.05,No
O025593,2025-08-06,C03417,P0049,1,5963.99,0.1,No
O025594,2025-08-26,C08495,P0378,1,9109.45,0.05,No
O025595,2025-04-30,C09128,P0094,1,11217.58,0.25,No
O025596,2025-08-07,C01679,P0006,3,970.51,0.15,Yes
O025597,2025-05-12,C02939,P0108,2,15961.85,0.2,No
O025598,2025-06-11,C03797,P0435,1,22624.86,0.15,No
O025599,2025-08-11,C07129,P0461,5,14739.31,0.1,No
O025600,2025-06-26,C00454,P0388,1,19649.44,0.15,No
O025601,2025-09-06,C06819,P0299,1,5417.11,0.0,No
O025602,2025-10-15,C04163,P0161,3,8780.65,0.1,Yes
O025603,2025-11-20,C01109,P0273,3,5112.62,0.1,No
O025604,2025-02-08,C04696,P0303,2,7049.83,0.0,No
O025605,2025-10-23,C07732,P0361,1,13579.59,0.25,No
O025606,2025-09-24,C01468,P0188,2,14941.63,0.25,No
O025607,2025-05-26,C01036,P0406,1,12908.5,0.1,No
O025608,2025-03-02,C03538,P0409,1,15684.48,0.1,No
O025609,2025-05-19,C07423,P0375,1,3824.38,0.05,No
O025610,2025-01-03,C02280,P0156,2,14385.21,0.25,No
O025611,2025-04-22,C01792,P0020,2,5439.99,0.05,No
O025612,2025-01-19,C02605,P0119,2,8689.71,0.2,No
O025613,2025-04-25,C09555,P0071,1,7923.88,0.0,No
O025614,2025-10-08,C09714,P0375,1,3824.38,0.25,No
O025615,2025-04-04,C09259,P0103,1,4834.76,0.2,No
O025616,2025-12-06,C09420,P0263,2,14505.92,0.2,No
O025617,2025-07-24,C02676,P0163,3,2615.63,0.25,No
O025618,2025-11-01,C08312,P0377,2,376.75,0.2,No
O025619,2025-05-24,C01541,P0461,2,14739.31,0.2,No
O025620,2025-08-25,C02277,P0399,3,3392.18,0.15,No
O025621,2025-04-29,C05951,P0256,2,15939.8,0.15,No
O025622,2025-12-26,C08143,P0307,1,13485.03,0.1,No
O025623,2025-11-26,C09365,P0143,2,23632.34,0.05,No
O025624,2025-11-08,C06865,P0046,1,17708.28,0.15,No
O025625,2025-01-07,C06138,P0467,2,17009.55,0.1,No
O025626,2025-03-18,C00624,P0344,1,16759.06,0.0,No
O025627,2025-08-19,C07934,P0173,1,8803.19,0.15,No
O025628,2025-10-30,C01821,P0424,3,6838.02,0.2,No
O025629,2025-03-07,C03483,P0488,1,15652.73,0.1,No
O025630,2025-02-02,C08574,P0389,1,19011.82,0.15,Yes
O025631,2025-10-25,C05855,P0133,1,1558.75,0.1,No
O025632,2025-03-08,C08478,P0118,2,15382.84,0.05,Yes
O025633,2025-09-05,C03989,P0386,3,11398.74,0.15,No
O025634,2025-06-08,C02731,P0155,1,17906.25,0.2,No
O025635,2025-08-11,C04499,P0258,1,15355.66,0.0,No
O025636,2025-10-11,C04101,P0149,1,14501.44,0.2,No
O025637,2025-01-21,C03029,P0290,1,21246.93,0.15,No
O025638,2025-01-04,C09132,P0100,1,22653.61,0.0,No
O025639,2025-06-04,C07345,P0027,1,7328.74,0.05,No
O025640,2025-02-11,C01607,P0346,5,11059.56,0.25,No
O025641,2025-02-24,C01218,P0215,1,14391.4,0.2,No
O025642,2025-08-30,C07950,P0188,1,14941.63,0.2,No
O025643,2025-11-20,C05415,P0311,4,2652.11,0.2,No
O025644,2025-12-17,C08723,P0046,3,17708.28,0.2,No
O025645,2025-12-01,C08093,P0222,4,19725.69,0.1,No
O025646,2025-01-10,C03101,P0242,1,8897.58,0.1,No
O025647,2025-09-27,C06933,P0424,1,6838.02,0.15,No
O025648,2025-09-27,C01194,P0079,1,17626.25,0.0,No
O025649,2025-12-05,C05813,P0434,2,12759.44,0.15,No
O025650,2025-11-01,C09595,P0239,3,13735.78,0.25,No
O025651,2025-04-06,C01655,P0150,1,6600.29,0.05,No
O025652,2025-05-13,C07201,P0052,3,637.5,0.0,No
O025653,2025-06-26,C01306,P0123,2,11434.73,0.1,No
O025654,2025-03-27,C04176,P0218,4,14742.31,0.2,No
O025655,2025-06-05,C05015,P0353,3,2607.46,0.2,No
O025656,2025-11-10,C08283,P0154,3,4838.15,0.0,No
O025657,2025-02-25,C08530,P0099,3,22631.19,0.1,No
O025658,2025-02-25,C03349,P0315,1,5399.23,0.2,No
O025659,2025-04-15,C08017,P0467,1,17009.55,0.05,No
O025660,2025-07-10,C09977,P0096,1,745.75,0.0,No
O025661,2025-09-14,C00594,P0206,1,18224.08,0.15,No
O025662,2025-12-04,C02370,P0432,2,12911.73,0.1,No
O025663,2025-10-14,C06800,P0328,1,4907.62,0.05,No
O025664,2025-10-31,C08256,P0268,3,2966.79,0.05,No
O025665,2025-12-21,C05224,P0082,1,11815.11,0.15,No
O025666,2025-11-08,C09915,P0202,1,18292.21,0.25,No
O025667,2025-02-06,C07130,P0225,1,3198.82,0.1,No
O025668,2025-03-05,C01806,P0413,1,5144.6,0.2,No
O025669,2025-01-04,C02056,P0190,1,20916.2,0.25,No
O025670,2025-11-19,C07863,P0397,1,2226.08,0.1,No
O025671,2025-04-01,C06539,P0055,2,16140.95,0.2,No
O025672,2025-01-03,C03805,P0083,3,12215.68,0.15,No
O025673,2025-02-12,C06577,P0397,1,2226.08,0.25,Yes
O025674,2025-10-22,C03358,P0180,1,525.95,0.1,No
O025675,2025-07-21,C02330,P0123,3,11434.73,0.2,No
O025676,2025-10-24,C09467,P0465,1,11969.59,0.2,No
O025677,2025-11-22,C03113,P0128,1,9382.14,0.15,No
O025678,2025-02-26,C09747,P0160,1,1719.49,0.15,No
O025679,2025-09-11,C04684,P0242,1,8897.58,0.2,No
O025680,2025-11-02,C08713,P0075,2,7909.38,0.05,No
O025681,2025-03-19,C09712,P0198,1,2093.89,0.1,No
O025682,2025-01-14,C05595,P0208,1,18850.02,0.1,No
O025683,2025-03-18,C03397,P0137,1,16054.87,0.25,No
O025684,2025-12-04,C09517,P0172,1,4438.12,0.25,Yes
O025685,2025-10-06,C02877,P0357,5,8239.11,0.0,No
O025686,2025-05-21,C01284,P0476,1,2480.78,0.05,No
O025687,2025-05-09,C02991,P0023,1,8438.67,0.15,No
O025688,2025-07-22,C04735,P0469,1,3816.83,0.2,No
O025689,2025-08-22,C04882,P0451,1,1110.87,0.05,No
O025690,2025-08-30,C02232,P0147,1,4088.72,0.15,No
O025691,2025-09-12,C00430,P0201,2,1270.47,0.25,No
O025692,2025-04-25,C04996,P0069,5,6711.1,0.0,No
O025693,2025-05-31,C02237,P0474,1,13843.88,0.2,Yes
O025694,2025-03-02,C04672,P0092,1,7934.45,0.1,No
O025695,2025-08-13,C08282,P0001,1,7612.3,0.05,Yes
O025696,2025-07-16,C09236,P0061,1,9787.76,0.0,No
O025697,2025-08-06,C07419,P0239,2,13735.78,0.2,No
O025698,2025-12-18,C01301,P0317,3,12356.6,0.0,No
O025699,2025-08-14,C06944,P0216,1,16041.01,0.2,No
O025700,2025-11-27,C06233,P0137,2,16054.87,0.05,No
O025701,2025-06-02,C09803,P0322,4,18890.7,0.2,No
O025702,2025-11-20,C08815,P0379,2,11059.97,0.05,No
O025703,2025-08-29,C08667,P0425,3,17071.6,0.1,No
O025704,2025-07-19,C08354,P0274,1,7675.3,0.25,No
O025705,2025-07-14,C08374,P0444,1,5374.53,0.1,No
O025706,2025-04-04,C00494,P0278,2,13287.97,0.2,Yes
O025707,2025-03-06,C05254,P0245,1,3072.76,0.05,No
O025708,2025-12-23,C09396,P0242,2,8897.58,0.25,No
O025709,2025-04-26,C06540,P0180,1,525.95,0.1,No
O025710,2025-08-31,C01279,P0189,1,17768.06,0.2,Yes
O025711,2025-07-26,C00439,P0071,1,7923.88,0.15,No
O025712,2025-10-30,C05118,P0374,4,23513.09,0.1,No
O025713,2025-10-18,C07734,P0197,3,1509.15,0.0,No
O025714,2025-10-11,C09481,P0263,2,14505.92,0.1,No
O025715,2025-03-16,C05290,P0104,3,18242.76,0.1,No
O025716,2025-04-28,C03673,P0445,1,1758.64,0.1,No
O025717,2025-01-31,C04533,P0354,2,18988.97,0.1,No
O025718,2025-11-16,C08908,P0195,2,2073.57,0.05,No
O025719,2025-04-03,C05820,P0375,1,3824.38,0.15,No
O025720,2025-11-23,C07921,P0020,2,5439.99,0.25,No
O025721,2025-11-19,C05383,P0328,1,4907.62,0.0,No
O025722,2025-03-11,C01297,P0017,1,13574.72,0.1,No
O025723,2025-12-09,C01288,P0279,1,11875.27,0.15,No
O025724,2025-07-25,C09108,P0430,2,16347.68,0.1,No
O025725,2025-01-15,C03178,P0273,2,5112.62,0.05,No
O025726,2025-12-18,C05809,P0029,3,11386.55,0.15,No
O025727,2025-06-14,C04364,P0346,2,11059.56,0.2,No
O025728,2025-09-27,C09765,P0459,1,2568.98,0.1,No
O025729,2025-06-17,C00898,P0008,5,19593.07,0.25,No
O025730,2025-06-08,C03986,P0448,4,15523.05,0.0,No
O025731,2025-09-02,C02025,P0465,3,11969.59,0.25,No
O025732,2025-05-19,C00983,P0191,3,626.87,0.15,No
O025733,2025-12-29,C08396,P0006,2,970.51,0.05,No
O025734,2025-08-03,C03284,P0225,2,3198.82,0.05,No
O025735,2025-07-21,C03902,P0173,3,8803.19,0.05,No
O025736,2025-01-11,C04744,P0057,3,9286.16,0.05,No
O025737,2025-06-03,C05703,P0027,1,7328.74,0.05,No
O025738,2025-12-03,C01289,P0195,1,2073.57,0.25,No
O025739,2025-04-20,C09870,P0234,5,1156.88,0.1,No
O025740,2025-03-07,C03301,P0336,2,8477.27,0.25,No
O025741,2025-11-28,C07918,P0227,3,12236.48,0.15,No
O025742,2025-06-11,C05492,P0122,1,21161.99,0.1,No
O025743,2025-01-17,C05752,P0113,1,14937.8,0.05,No
O025744,2025-02-06,C08164,P0194,2,6380.09,0.1,No
O025745,2025-03-08,C00914,P0260,1,5180.16,0.15,No
O025746,2025-08-15,C05978,P0482,1,8229.98,0.0,No
O025747,2025-06-08,C09380,P0006,2,970.51,0.1,No
O025748,2025-12-31,C07361,P0077,1,5450.5,0.2,Yes
O025749,2025-05-30,C02146,P0011,1,4759.02,0.15,No
O025750,2025-12-09,C07488,P0068,1,20578.36,0.25,No
O025751,2025-01-07,C01722,P0343,1,9080.05,0.1,No
O025752,2025-12-04,C09353,P0021,1,4977.26,0.15,No
O025753,2025-07-20,C02786,P0473,2,4233.37,0.25,No
O025754,2025-09-09,C08314,P0073,1,12023.56,0.15,No
O025755,2025-03-05,C01461,P0368,1,16815.32,0.15,No
O025756,2025-04-10,C03940,P0036,1,323.29,0.0,No
O025757,2025-07-26,C07592,P0011,1,4759.02,0.15,No
O025758,2025-06-26,C04602,P0175,1,13593.53,0.25,Yes
O025759,2025-09-25,C08769,P0138,1,10746.39,0.2,No
O025760,2025-09-14,C07514,P0103,1,4834.76,0.15,No
O025761,2025-01-29,C08413,P0308,1,762.13,0.1,No
O025762,2025-02-14,C01287,P0128,1,9382.14,0.1,No
O025763,2025-02-16,C09509,P0301,1,15548.74,0.05,No
O025764,2025-08-18,C09223,P0479,1,418.72,0.05,No
O025765,2025-01-26,C05824,P0021,4,4977.26,0.0,No
O025766,2025-03-17,C00317,P0081,3,13623.7,0.25,No
O025767,2025-02-28,C06769,P0132,1,11747.66,0.1,No
O025768,2025-04-23,C04109,P0318,1,13195.76,0.25,No
O025769,2025-01-01,C03454,P0138,1,10746.39,0.0,No
O025770,2025-09-26,C03000,P0169,1,6371.73,0.1,No
O025771,2025-02-06,C07209,P0146,1,2161.81,0.15,No
O025772,2025-12-26,C00562,P0369,2,11337.54,0.0,No
O025773,2025-05-06,C01408,P0112,3,15916.71,0.1,No
O025774,2025-07-02,C08227,P0489,3,12739.8,0.15,Yes
O025775,2025-06-18,C09266,P0130,2,398.37,0.2,No
O025776,2025-07-18,C01613,P0235,1,7444.12,0.05,No
O025777,2025-10-08,C04703,P0464,2,14301.3,0.2,No
O025778,2025-11-26,C03508,P0489,2,12739.8,0.1,No
O025779,2025-06-20,C05871,P0059,1,3395.63,0.15,No
O025780,2025-12-11,C05546,P0317,2,12356.6,0.0,No
O025781,2025-10-10,C02288,P0316,1,2730.51,0.25,No
O025782,2025-05-18,C04051,P0442,1,4715.08,0.0,No
O025783,2025-10-31,C06502,P0189,1,17768.06,0.2,No
O025784,2025-12-21,C02606,P0438,3,6412.0,0.15,No
O025785,2025-12-18,C02025,P0142,1,8087.47,0.1,No
O025786,2025-04-16,C09588,P0261,3,3045.08,0.0,No
O025787,2025-07-14,C02401,P0231,1,16923.56,0.0,No
O025788,2025-03-13,C05960,P0209,1,10967.3,0.25,No
O025789,2025-02-20,C05882,P0313,1,12321.09,0.1,No
O025790,2025-04-27,C03533,P0095,1,12728.52,0.1,No
O025791,2025-10-13,C04218,P0346,3,11059.56,0.1,No
O025792,2025-12-06,C02223,P0195,3,2073.57,0.2,No
O025793,2025-09-11,C05103,P0266,2,2292.24,0.05,Yes
O025794,2025-03-30,C06225,P0351,1,3871.11,0.05,No
O025795,2025-07-27,C01463,P0044,3,18218.13,0.25,No
O025796,2025-09-24,C01445,P0295,2,11181.05,0.25,No
O025797,2025-09-13,C04308,P0012,2,9462.34,0.2,No
O025798,2025-02-07,C04866,P0051,2,17680.6,0.0,No
O025799,2025-06-03,C09823,P0337,1,1196.02,0.05,No
O025800,2025-04-01,C06115,P0405,3,12684.34,0.25,No
O025801,2025-08-14,C06933,P0200,4,8446.41,0.2,No
O025802,2025-07-19,C04000,P0052,1,637.5,0.25,No
O025803,2025-10-15,C00375,P0428,3,7553.15,0.05,No
O025804,2025-09-02,C08989,P0245,1,3072.76,0.1,No
O025805,2025-08-06,C03202,P0352,1,9612.15,0.25,No
O025806,2025-01-04,C08464,P0452,5,15438.54,0.25,No
O025807,2025-08-24,C04653,P0047,2,7647.17,0.25,No
O025808,2025-01-03,C04318,P0338,1,2284.03,0.05,No
O025809,2025-02-07,C09707,P0085,1,5720.07,0.25,No
O025810,2025-09-08,C05258,P0246,1,7429.2,0.2,No
O025811,2025-08-14,C06721,P0396,1,21587.05,0.0,No
O025812,2025-11-09,C00711,P0500,4,10345.0,0.25,No
O025813,2025-01-17,C02853,P0486,2,11074.34,0.2,No
O025814,2025-08-02,C00352,P0273,2,5112.62,0.05,Yes
O025815,2025-12-12,C05544,P0153,2,6665.42,0.25,No
O025816,2025-03-17,C03144,P0380,4,7751.48,0.25,No
O025817,2025-10-13,C04559,P0007,3,12217.49,0.2,No
O025818,2025-05-31,C03449,P0291,2,15322.65,0.0,No
O025819,2025-11-17,C01368,P0402,1,17500.88,0.15,No
O025820,2025-12-09,C05441,P0069,3,6711.1,0.1,No
O025821,2025-12-26,C07067,P0332,5,13518.82,0.2,No
O025822,2025-01-23,C03175,P0121,1,12127.77,0.25,No
O025823,2025-06-10,C01522,P0092,2,7934.45,0.2,No
O025824,2025-04-07,C00981,P0243,1,18295.52,0.1,No
O025825,2025-07-30,C03993,P0194,1,6380.09,0.25,No
O025826,2025-05-06,C05343,P0002,4,5371.84,0.25,No
O025827,2025-01-30,C06037,P0197,1,1509.15,0.15,No
O025828,2025-08-05,C03986,P0018,2,14465.72,0.25,No
O025829,2025-01-28,C01274,P0383,3,11515.25,0.15,No
O025830,2025-11-27,C05501,P0004,2,15784.44,0.1,No
O025831,2025-02-09,C00718,P0067,1,10376.04,0.15,No
O025832,2025-01-16,C01315,P0276,3,5013.14,0.1,No
